job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name,remote ratio
ai02018,research scientist,145356,USD,senior,Part time,netherlands,l,netherlands,"hadoop, tableau, deep learning",bachelor,5,telecommunications,25/08/2024,07/10/2024,1969,5.1,techcorp inc,Fully on site
ai02019,ai product manager,142142,USD,senior,Contract,united kingdom,s,united kingdom,"python, git, java, hadoop",associate,6,gaming,31/05/2024,29/07/2024,1250,10.0,digital transformation llc,Fully remote
ai02020,ai specialist,198340,USD,expert,Part time,united states,l,united states,"nlp, r, docker, sql",master,13,transportation,08/03/2024,11/05/2024,1556,8.8,advanced robotics,Fully remote
ai02021,data scientist,266719,USD,expert,Part time,sweden,l,sweden,"hadoop, scala, gcp, docker",bachelor,18,government,21/12/2024,23/01/2025,1500,9.7,ai innovations,Hybrid
ai02022,head of ai,58877,USD,entry level,Contract,germany,m,germany,"pytorch, tensorflow, python, java",associate,1,telecommunications,15/03/2024,26/05/2024,1541,8.1,machine intelligence group,Fully on site
ai02023,nlp engineer,84641,USD,mid level,Part time,france,s,united kingdom,"r, hadoop, python, azure, data visualization",bachelor,3,government,15/01/2025,21/03/2025,1559,9.3,smart analytics,Fully on site
ai02024,data analyst,156699,USD,senior,Full time,singapore,l,singapore,"kubernetes, computer vision, hadoop, statistics",bachelor,5,government,10/04/2024,08/05/2024,1889,7.5,neural networks co,Fully remote
ai02025,ai software engineer,73752,USD,mid level,Full time,israel,l,israel,"gcp, python, mathematics",associate,3,government,27/06/2024,05/09/2024,1249,7.7,cloud ai solutions,Fully remote
ai02026,data engineer,175297,USD,expert,ft,israel,m,israel,"tableau, gcp, deep learning, sql, python",phd,11,technology,08/04/2024,20/06/2024,1699,9.8,autonomous tech,Fully remote
ai02027,ai specialist,170571,USD,senior,Full time,germany,l,netherlands,"tableau, nlp, hadoop",phd,5,finance,21/08/2024,17/09/2024,1798,8.8,techcorp inc,Fully remote
ai02028,computer vision engineer,295058,USD,expert,Contract,united states,l,india,"deep learning, git, aws",master,18,manufacturing,13/12/2024,28/12/2024,1617,5.6,deeptech ventures,Fully on site
ai02029,autonomous systems engineer,128911,USD,mid level,Contract,united states,m,united states,"tableau, mlops, kubernetes, sql",phd,4,energy,03/02/2024,11/03/2024,1717,8.3,algorithmic solutions,Hybrid
ai02030,principal data scientist,238549,USD,expert,Full time,norway,l,austria,"spark, hadoop, python, kubernetes",bachelor,11,real estate,25/04/2024,15/06/2024,1727,9.4,neural networks co,Fully on site
ai02031,ai software engineer,105975,USD,senior,Part time,japan,l,japan,"r, kubernetes, data visualization",phd,5,telecommunications,16/02/2025,30/03/2025,651,9.8,deeptech ventures,Hybrid
ai02032,data engineer,310349,USD,expert,Contract,switzerland,l,switzerland,"sql, scala, kubernetes",bachelor,14,technology,13/01/2024,12/02/2024,1027,9.8,digital transformation llc,Hybrid
ai02033,data analyst,85852,USD,entry level,ft,united states,l,india,"kubernetes, pytorch, hadoop, data visualization",associate,0,technology,15/01/2025,01/03/2025,608,8.7,datavision ltd,Hybrid
ai02034,computer vision engineer,56379,USD,entry level,Part time,sweden,s,sweden,"linux, hadoop, deep learning, kubernetes, gcp",associate,1,finance,16/09/2024,01/11/2024,1362,7.0,datavision ltd,Hybrid
ai02035,ai research scientist,250421,USD,expert,ft,united kingdom,m,united kingdom,"git, gcp, sql, pytorch, mathematics",master,19,media,02/06/2024,30/06/2024,2487,8.4,deeptech ventures,Fully remote
ai02036,ml ops engineer,40697,USD,entry level,Part time,austria,m,austria,"kubernetes, java, mathematics, computer vision, tableau",bachelor,0,real estate,05/03/2025,26/04/2025,812,8.1,ai innovations,Hybrid
ai02037,ai software engineer,322318,USD,expert,Full time,switzerland,s,netherlands,"sql, pytorch, deep learning, aws",phd,13,consulting,03/07/2024,13/09/2024,771,8.9,smart analytics,Fully remote
ai02038,ai architect,94938,USD,mid level,Full time,germany,l,norway,"python, tensorflow, tableau, r, linux",associate,4,media,30/05/2024,10/07/2024,1983,6.8,cloud ai solutions,Fully on site
ai02039,ai research scientist,107924,USD,mid level,ft,sweden,m,sweden,"python, tensorflow, gcp, pytorch, linux",master,3,manufacturing,14/10/2024,27/11/2024,1624,6.6,techcorp inc,Fully on site
ai02040,computer vision engineer,49156,USD,mid level,Full time,finland,s,finland,"docker, mlops, mathematics, python",master,2,automotive,10/10/2024,06/12/2024,1285,6.5,predictive systems,Hybrid
ai02041,data scientist,61384,USD,entry level,Part time,singapore,s,united states,"computer vision, mlops, aws",associate,0,media,23/06/2024,19/08/2024,1635,6.3,neural networks co,Fully on site
ai02042,head of ai,181091,USD,senior,Part time,denmark,m,singapore,"java, sql, statistics",phd,7,education,07/05/2024,13/06/2024,2334,7.6,smart analytics,Hybrid
ai02043,data scientist,43474,USD,entry level,ft,israel,l,israel,"pytorch, spark, sql",phd,0,media,02/06/2024,12/08/2024,1745,6.9,deeptech ventures,Hybrid
ai02044,machine learning engineer,82781,USD,entry level,Contract,denmark,s,denmark,"tableau, pytorch, tensorflow",bachelor,0,education,18/11/2024,19/01/2025,1257,7.5,machine intelligence group,Fully remote
ai02045,ai consultant,77008,USD,entry level,Part time,netherlands,l,denmark,"spark, python, git, tensorflow, tableau",bachelor,1,automotive,28/10/2024,11/11/2024,1577,7.1,neural networks co,Fully remote
ai02046,machine learning researcher,118788,USD,mid level,Full time,norway,s,norway,"java, nlp, mlops, statistics, tableau",phd,2,gaming,31/01/2024,26/02/2024,1721,9.1,datavision ltd,Fully remote
ai02047,machine learning engineer,101894,USD,senior,Contract,sweden,s,sweden,"python, hadoop, nlp",bachelor,8,automotive,06/02/2025,14/03/2025,2007,5.9,digital transformation llc,Fully remote
ai02048,data engineer,87139,USD,entry level,Contract,united states,m,united states,"gcp, tensorflow, linux, python",associate,1,retail,13/02/2025,20/03/2025,2361,6.7,ai innovations,Fully remote
ai02049,deep learning engineer,55375,USD,mid level,ft,china,s,china,"linux, gcp, r, computer vision, mathematics",bachelor,2,retail,02/04/2025,27/04/2025,614,8.3,autonomous tech,Hybrid
ai02050,autonomous systems engineer,61701,USD,entry level,Full time,sweden,s,sweden,"scala, docker, tableau",master,1,technology,15/08/2024,19/10/2024,2116,7.1,smart analytics,Hybrid
ai02051,ai consultant,68729,USD,senior,ft,ireland,s,france,"docker, pytorch, sql, linux",bachelor,5,education,08/03/2024,11/04/2024,1962,5.4,digital transformation llc,Hybrid
ai02052,ml ops engineer,56037,USD,entry level,ft,australia,s,australia,"python, mlops, linux, tensorflow, deep learning",master,1,retail,03/02/2024,05/04/2024,1961,5.8,cognitive computing,Fully remote
ai02053,research scientist,188436,USD,expert,Contract,singapore,m,singapore,"python, statistics, kubernetes, tensorflow, mathematics",associate,14,healthcare,31/01/2024,03/03/2024,684,5.2,algorithmic solutions,Fully on site
ai02054,autonomous systems engineer,75077,USD,entry level,Contract,netherlands,s,netherlands,"docker, r, mathematics",bachelor,1,media,30/05/2024,22/06/2024,1738,6.2,ai innovations,Fully remote
ai02055,machine learning researcher,230705,USD,expert,Contract,canada,m,canada,"linux, mathematics, python, git, statistics",associate,11,automotive,21/01/2024,09/03/2024,2499,5.8,cloud ai solutions,Fully remote
ai02056,autonomous systems engineer,156030,USD,senior,ft,switzerland,m,norway,"kubernetes, java, scala, deep learning, nlp",associate,9,real estate,30/03/2025,04/05/2025,1964,7.6,autonomous tech,Fully remote
ai02057,principal data scientist,82005,USD,entry level,Full time,france,l,france,"sql, docker, pytorch, aws",master,1,media,13/04/2025,11/05/2025,1474,7.7,advanced robotics,Fully on site
ai02058,ml ops engineer,75085,USD,entry level,ft,united kingdom,s,united kingdom,"data visualization, pytorch, java, python, gcp",master,1,telecommunications,01/10/2024,08/12/2024,1003,8.7,machine intelligence group,Hybrid
ai02059,nlp engineer,73393,USD,mid level,ft,france,s,israel,"spark, python, computer vision, scala",associate,2,automotive,12/10/2024,07/11/2024,1551,8.7,advanced robotics,Hybrid
ai02060,machine learning researcher,101098,USD,mid level,Part time,netherlands,l,canada,"java, statistics, python",master,4,transportation,06/07/2024,22/07/2024,1238,8.8,quantum computing inc,Hybrid
ai02061,ai consultant,57535,USD,entry level,ft,india,l,india,"python, data visualization, mlops",bachelor,0,gaming,24/03/2025,29/04/2025,1278,9.2,algorithmic solutions,Hybrid
ai02062,computer vision engineer,96824,USD,mid level,Part time,australia,s,australia,"gcp, pytorch, deep learning, mlops",master,4,consulting,15/03/2025,16/05/2025,1517,9.9,future systems,Fully remote
ai02063,autonomous systems engineer,217955,USD,senior,ft,switzerland,l,switzerland,"java, aws, tableau, spark",bachelor,9,finance,11/09/2024,10/10/2024,1193,5.4,autonomous tech,Fully remote
ai02064,research scientist,61276,USD,entry level,Contract,singapore,s,singapore,"git, hadoop, docker",phd,1,finance,31/03/2025,31/05/2025,1634,5.9,future systems,Hybrid
ai02065,ai consultant,104933,USD,entry level,Full time,norway,l,norway,"kubernetes, mlops, deep learning",bachelor,1,education,09/01/2025,22/02/2025,2171,6.5,algorithmic solutions,Fully remote
ai02066,ai specialist,142782,USD,expert,Contract,israel,m,israel,"python, r, mlops",associate,19,telecommunications,07/03/2024,26/03/2024,1181,5.9,deeptech ventures,Hybrid
ai02067,data scientist,204726,USD,expert,Part time,denmark,l,denmark,"deep learning, python, docker, linux, mlops",bachelor,11,retail,19/01/2025,20/03/2025,2405,8.1,techcorp inc,Hybrid
ai02068,ai architect,60005,USD,mid level,Part time,china,s,ireland,"scala, r, python, aws, sql",master,4,healthcare,15/03/2024,04/05/2024,2004,8.0,machine intelligence group,Fully remote
ai02069,ai specialist,147711,USD,expert,Part time,singapore,s,france,"scala, python, mlops",phd,16,gaming,24/06/2024,31/07/2024,1426,9.3,predictive systems,Hybrid
ai02070,ai architect,71812,USD,mid level,Contract,canada,m,austria,"python, mlops, scala, computer vision, tensorflow",associate,3,healthcare,23/01/2025,16/03/2025,2249,7.9,machine intelligence group,Fully remote
ai02071,data engineer,84133,USD,mid level,Full time,france,s,france,"deep learning, scala, azure, kubernetes, statistics",master,3,transportation,26/09/2024,01/12/2024,1259,7.6,algorithmic solutions,Fully on site
ai02072,ai product manager,108151,USD,senior,Full time,united kingdom,m,israel,"kubernetes, python, tensorflow, hadoop",bachelor,8,consulting,22/03/2024,10/05/2024,1548,5.7,ai innovations,Fully remote
ai02073,ai architect,127345,USD,mid level,ft,denmark,m,denmark,"python, spark, deep learning, java, git",bachelor,2,automotive,10/09/2024,09/11/2024,1174,5.6,cognitive computing,Hybrid
ai02074,ai product manager,186825,USD,expert,Part time,canada,m,canada,"tableau, gcp, r, linux, sql",associate,16,automotive,24/06/2024,10/07/2024,2276,5.4,advanced robotics,Hybrid
ai02075,research scientist,45317,USD,entry level,ft,austria,l,austria,"spark, azure, java",phd,1,media,03/11/2024,13/01/2025,996,6.7,neural networks co,Fully on site
ai02076,head of ai,131774,USD,senior,ft,netherlands,l,netherlands,"java, linux, hadoop",master,5,energy,07/04/2024,17/05/2024,1463,7.2,ai innovations,Fully on site
ai02077,ai software engineer,88064,USD,mid level,Part time,australia,m,australia,"hadoop, computer vision, data visualization, python",associate,4,energy,15/02/2024,30/03/2024,922,9.3,deeptech ventures,Fully remote
ai02078,machine learning engineer,87867,USD,mid level,Contract,ireland,l,ireland,"kubernetes, deep learning, computer vision, pytorch, gcp",bachelor,3,technology,04/03/2025,02/05/2025,1832,7.1,deeptech ventures,Fully remote
ai02079,ml ops engineer,43469,USD,entry level,Contract,india,l,india,"spark, statistics, sql, python, mlops",master,0,manufacturing,30/11/2024,09/02/2025,1124,7.6,machine intelligence group,Fully remote
ai02080,data engineer,164421,USD,expert,Full time,germany,s,australia,"deep learning, mlops, kubernetes, r",bachelor,16,transportation,23/08/2024,27/10/2024,927,8.1,algorithmic solutions,Fully on site
ai02081,nlp engineer,173029,USD,expert,Contract,israel,l,israel,"r, python, gcp, sql",bachelor,16,media,28/03/2024,05/05/2024,612,9.5,cognitive computing,Hybrid
ai02082,autonomous systems engineer,136693,USD,senior,Contract,singapore,l,singapore,"pytorch, java, sql",phd,6,telecommunications,24/02/2024,22/04/2024,1597,9.1,future systems,Fully remote
ai02083,ai product manager,157522,USD,senior,Full time,netherlands,l,netherlands,"aws, scala, java, git, sql",phd,7,energy,16/01/2024,16/02/2024,795,5.4,predictive systems,Fully on site
ai02084,principal data scientist,174414,USD,senior,Contract,denmark,l,denmark,"java, r, scala",master,7,gaming,03/04/2025,17/05/2025,2154,6.5,digital transformation llc,Fully remote
ai02085,principal data scientist,52661,USD,mid level,Contract,finland,m,finland,"scala, tableau, tensorflow, mathematics",phd,4,automotive,31/08/2024,03/11/2024,2273,5.6,machine intelligence group,Fully remote
ai02086,research scientist,56264,USD,entry level,ft,israel,m,israel,"aws, linux, sql",phd,0,energy,15/06/2024,29/07/2024,1080,9.3,quantum computing inc,Fully remote
ai02087,machine learning researcher,63334,USD,entry level,Contract,united kingdom,l,united kingdom,"hadoop, computer vision, scala, pytorch, mlops",phd,0,energy,15/01/2025,01/02/2025,1054,5.6,cognitive computing,Fully on site
ai02088,head of ai,281137,USD,expert,Part time,netherlands,l,netherlands,"scala, computer vision, mlops, linux, java",associate,12,media,02/11/2024,07/01/2025,1723,8.3,smart analytics,Fully on site
ai02089,data scientist,126696,USD,mid level,Contract,switzerland,m,switzerland,"python, git, scala, gcp, java",master,3,real estate,09/04/2024,08/06/2024,1797,8.5,neural networks co,Fully on site
ai02090,ai software engineer,114471,USD,senior,Contract,germany,s,germany,"java, hadoop, computer vision, kubernetes, git",master,7,technology,17/07/2024,06/09/2024,1397,6.9,future systems,Hybrid
ai02091,research scientist,95654,USD,expert,ft,south korea,s,south korea,"deep learning, docker, pytorch",associate,13,technology,23/05/2024,24/07/2024,2285,7.0,machine intelligence group,Fully on site
ai02092,ai architect,85133,USD,senior,Part time,india,s,denmark,"mlops, kubernetes, docker",bachelor,5,real estate,04/04/2024,23/04/2024,2019,7.6,algorithmic solutions,Fully remote
ai02093,machine learning researcher,77562,USD,mid level,Full time,netherlands,s,germany,"sql, mathematics, pytorch, computer vision",bachelor,3,retail,14/09/2024,01/11/2024,587,9.1,smart analytics,Hybrid
ai02094,ml ops engineer,181247,USD,expert,Full time,netherlands,s,netherlands,"java, git, scala",associate,17,media,17/03/2024,07/04/2024,1229,8.1,datavision ltd,Hybrid
ai02095,data analyst,158109,USD,expert,Contract,singapore,m,japan,"hadoop, r, nlp",phd,11,education,10/03/2025,15/05/2025,955,6.9,future systems,Fully on site
ai02096,autonomous systems engineer,81397,USD,senior,ft,china,s,israel,"git, kubernetes, java",master,8,media,22/08/2024,19/09/2024,951,8.3,smart analytics,Fully on site
ai02097,deep learning engineer,175364,USD,expert,Contract,united states,s,japan,"git, pytorch, aws, mathematics, tableau",phd,11,finance,09/03/2024,21/05/2024,1747,6.1,techcorp inc,Fully on site
ai02098,ai research scientist,56957,USD,entry level,ft,canada,s,south korea,"scala, sql, nlp, docker, kubernetes",bachelor,0,real estate,31/03/2024,15/05/2024,2338,8.1,cloud ai solutions,Fully remote
ai02099,data engineer,63425,USD,mid level,Contract,india,s,united kingdom,"spark, kubernetes, scala, mlops, hadoop",master,4,healthcare,17/06/2024,23/07/2024,1198,9.4,deeptech ventures,Hybrid
ai02100,deep learning engineer,42742,USD,entry level,ft,india,l,india,"r, kubernetes, git, hadoop",master,0,gaming,29/12/2024,24/02/2025,1064,9.4,future systems,Hybrid
ai02101,machine learning engineer,110436,USD,mid level,Contract,france,l,norway,"mathematics, computer vision, mlops",associate,2,education,22/04/2025,17/06/2025,1994,8.1,datavision ltd,Hybrid
ai02102,ai consultant,266051,USD,expert,Full time,united states,m,united states,"tensorflow, git, pytorch, docker, nlp",associate,16,energy,16/09/2024,18/11/2024,1237,7.6,ai innovations,Fully remote
ai02103,computer vision engineer,80862,USD,mid level,Part time,india,l,india,"aws, tensorflow, statistics",bachelor,4,gaming,28/07/2024,15/09/2024,1743,8.3,autonomous tech,Fully remote
